mouse_ensembl_id,pos_id,mouse_gene_symbol,description,gene_biotype,chromosome_name,start_position,end_position,human_ensembl_id,human_gene_symbol
ENSMUSG00000000126,11:35809358-63627072,Wnt9a,"wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]",protein_coding,11,59197754,59224378,ENSG00000143816,WNT9A
ENSMUSG00000044534,9:118019954-122842140,Ackr2,atypical chemokine receptor 2 [Source:MGI Symbol;Acc:MGI:1891697],protein_coding,9,121727421,121740140,ENSG00000144648,ACKR2
ENSMUSG00000044542,11:35809358-63627072,Prop1,paired like homeodomain factor 1 [Source:MGI Symbol;Acc:MGI:109330],protein_coding,11,50841633,50844592,ENSG00000175325,PROP1
ENSMUSG00000044542,11:39435941-58117125,Prop1,paired like homeodomain factor 1 [Source:MGI Symbol;Acc:MGI:109330],protein_coding,11,50841633,50844592,ENSG00000175325,PROP1
ENSMUSG00000044560,2:106343051-134274315,Or4k52,olfactory receptor family 4 subfamily K member 52 [Source:MGI Symbol;Acc:MGI:3031136],protein_coding,2,111607774,111613045,"",""
ENSMUSG00000044560,2:106343051-138061588,Or4k52,olfactory receptor family 4 subfamily K member 52 [Source:MGI Symbol;Acc:MGI:3031136],protein_coding,2,111607774,111613045,"",""
ENSMUSG00000044560,2:108607222-137784113,Or4k52,olfactory receptor family 4 subfamily K member 52 [Source:MGI Symbol;Acc:MGI:3031136],protein_coding,2,111607774,111613045,"",""
ENSMUSG00000044583,X:162633612-168704990,Tlr7,toll-like receptor 7 [Source:MGI Symbol;Acc:MGI:2176882],protein_coding,X,166087925,166113554,ENSG00000196664,TLR7
ENSMUSG00000044594,1:83531318-109440125,Serpinb3a,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A [Source:MGI Symbol;Acc:MGI:3573933]",protein_coding,1,106973317,106980033,ENSG00000206073,SERPINB4
ENSMUSG00000044707,11:35809358-63627072,Ccnjl,cyclin J-like [Source:MGI Symbol;Acc:MGI:2685723],protein_coding,11,43419611,43477824,ENSG00000135083,CCNJL
ENSMUSG00000044707,11:39435941-58117125,Ccnjl,cyclin J-like [Source:MGI Symbol;Acc:MGI:2685723],protein_coding,11,43419611,43477824,ENSG00000135083,CCNJL
ENSMUSG00000044751,11:35809358-63627072,Atp5pb-ps,"ATP synthase peripheral stalk-membrane subunit b, pseudogene [Source:MGI Symbol;Acc:MGI:3651344]",processed_pseudogene,11,55008927,55009621,"",""
ENSMUSG00000044751,11:39435941-58117125,Atp5pb-ps,"ATP synthase peripheral stalk-membrane subunit b, pseudogene [Source:MGI Symbol;Acc:MGI:3651344]",processed_pseudogene,11,55008927,55009621,"",""
ENSMUSG00000044768,1:83531318-109440125,Macir,macrophage immunometabolism regulator [Source:MGI Symbol;Acc:MGI:1277184],protein_coding,1,97534043,97589799,ENSG00000181751,MACIR
ENSMUSG00000044770,10:22606097-53647231,Scml4,Scm polycomb group protein like 4 [Source:MGI Symbol;Acc:MGI:2446140],protein_coding,10,42736366,42836776,ENSG00000146285,SCML4
ENSMUSG00000044770,10:22659757-45774910,Scml4,Scm polycomb group protein like 4 [Source:MGI Symbol;Acc:MGI:2446140],protein_coding,10,42736366,42836776,ENSG00000146285,SCML4
ENSMUSG00000044783,1:83531318-109440125,Hjurp,Holliday junction recognition protein [Source:MGI Symbol;Acc:MGI:2685821],protein_coding,1,88190193,88205355,ENSG00000123485,HJURP
ENSMUSG00000044807,11:35809358-63627072,Zfp354c,zinc finger protein 354C [Source:MGI Symbol;Acc:MGI:1353621],protein_coding,11,50701913,50718551,ENSG00000177932,ZNF354C
ENSMUSG00000044807,11:39435941-58117125,Zfp354c,zinc finger protein 354C [Source:MGI Symbol;Acc:MGI:1353621],protein_coding,11,50701913,50718551,ENSG00000177932,ZNF354C
ENSMUSG00000044847,11:35809358-63627072,Lsm11,U7 snRNP-specific Sm-like protein LSM11 [Source:MGI Symbol;Acc:MGI:1919540],protein_coding,11,45819096,45835762,ENSG00000155858,LSM11
ENSMUSG00000044847,11:39435941-58117125,Lsm11,U7 snRNP-specific Sm-like protein LSM11 [Source:MGI Symbol;Acc:MGI:1919540],protein_coding,11,45819096,45835762,ENSG00000155858,LSM11
ENSMUSG00000044894,11:35809358-63627072,Uqcrq,"ubiquinol-cytochrome c reductase, complex III subunit VII [Source:MGI Symbol;Acc:MGI:107807]",protein_coding,11,53318749,53321658,ENSG00000164405,UQCRQ
ENSMUSG00000044894,11:39435941-58117125,Uqcrq,"ubiquinol-cytochrome c reductase, complex III subunit VII [Source:MGI Symbol;Acc:MGI:107807]",protein_coding,11,53318749,53321658,ENSG00000164405,UQCRQ
ENSMUSG00000044950,11:35809358-63627072,Pwwp2a,PWWP domain containing 2A [Source:MGI Symbol;Acc:MGI:1918052],protein_coding,11,43572825,43612318,ENSG00000170234,PWWP2A
ENSMUSG00000044950,11:39435941-58117125,Pwwp2a,PWWP domain containing 2A [Source:MGI Symbol;Acc:MGI:1918052],protein_coding,11,43572825,43612318,ENSG00000170234,PWWP2A
ENSMUSG00000044991,2:106343051-134274315,Shld1,shieldin complex subunit 1 [Source:MGI Symbol;Acc:MGI:1920997],protein_coding,2,132528851,132592975,ENSG00000171984,SHLD1
ENSMUSG00000044991,2:106343051-138061588,Shld1,shieldin complex subunit 1 [Source:MGI Symbol;Acc:MGI:1920997],protein_coding,2,132528851,132592975,ENSG00000171984,SHLD1
ENSMUSG00000044991,2:108607222-137784113,Shld1,shieldin complex subunit 1 [Source:MGI Symbol;Acc:MGI:1920997],protein_coding,2,132528851,132592975,ENSG00000171984,SHLD1
ENSMUSG00000045009,6:91585075-114006765,Prrt3,proline-rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:2444810],protein_coding,6,113470600,113478892,ENSG00000163704,PRRT3
ENSMUSG00000045009,6:94125505-114040606,Prrt3,proline-rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:2444810],protein_coding,6,113470600,113478892,ENSG00000163704,PRRT3
ENSMUSG00000045009,6:97887040-114006765,Prrt3,proline-rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:2444810],protein_coding,6,113470600,113478892,ENSG00000163704,PRRT3
ENSMUSG00000045009,6:109696362-114012072,Prrt3,proline-rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:2444810],protein_coding,6,113470600,113478892,ENSG00000163704,PRRT3
ENSMUSG00000045091,1:83531318-109440125,Aqp12,aquaporin 12 [Source:MGI Symbol;Acc:MGI:2664636],protein_coding,1,92934056,92939991,ENSG00000184945,AQP12A
ENSMUSG00000045095,6:89791333-97966510,Magi1,"membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:MGI Symbol;Acc:MGI:1203522]",protein_coding,6,93652436,94260898,ENSG00000151276,MAGI1
ENSMUSG00000045095,6:91585075-114006765,Magi1,"membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:MGI Symbol;Acc:MGI:1203522]",protein_coding,6,93652436,94260898,ENSG00000151276,MAGI1
ENSMUSG00000045095,6:94125505-114040606,Magi1,"membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:MGI Symbol;Acc:MGI:1203522]",protein_coding,6,93652436,94260898,ENSG00000151276,MAGI1
ENSMUSG00000045100,6:89791333-97966510,Slc25a26,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26 [Source:MGI Symbol;Acc:MGI:1914832]",protein_coding,6,94477312,94581653,ENSG00000144741,SLC25A26
ENSMUSG00000045100,6:91585075-114006765,Slc25a26,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26 [Source:MGI Symbol;Acc:MGI:1914832]",protein_coding,6,94477312,94581653,ENSG00000144741,SLC25A26
ENSMUSG00000045100,6:94125505-114040606,Slc25a26,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 26 [Source:MGI Symbol;Acc:MGI:1914832]",protein_coding,6,94477312,94581653,ENSG00000144741,SLC25A26
ENSMUSG00000045111,10:22606097-53647231,Taar6,trace amine-associated receptor 6 [Source:MGI Symbol;Acc:MGI:2685074],protein_coding,10,23860507,23861544,"",""
ENSMUSG00000045111,10:22659757-45774910,Taar6,trace amine-associated receptor 6 [Source:MGI Symbol;Acc:MGI:2685074],protein_coding,10,23860507,23861544,"",""
ENSMUSG00000045246,8:112691719-127272752,Kcng4,"potassium voltage-gated channel, subfamily G, member 4 [Source:MGI Symbol;Acc:MGI:1913983]",protein_coding,8,120350593,120362419,ENSG00000168418,KCNG4
ENSMUSG00000045246,8:114537131-125008212,Kcng4,"potassium voltage-gated channel, subfamily G, member 4 [Source:MGI Symbol;Acc:MGI:1913983]",protein_coding,8,120350593,120362419,ENSG00000168418,KCNG4
ENSMUSG00000045246,8:119627135-129911543,Kcng4,"potassium voltage-gated channel, subfamily G, member 4 [Source:MGI Symbol;Acc:MGI:1913983]",protein_coding,8,120350593,120362419,ENSG00000168418,KCNG4
ENSMUSG00000045246,8:119648807-129039065,Kcng4,"potassium voltage-gated channel, subfamily G, member 4 [Source:MGI Symbol;Acc:MGI:1913983]",protein_coding,8,120350593,120362419,ENSG00000168418,KCNG4
ENSMUSG00000045275,16:91282318-97872819,Lca5l,Leber congenital amaurosis 5-like [Source:MGI Symbol;Acc:MGI:3041157],protein_coding,16,95959607,95993471,ENSG00000157578,LCA5L
ENSMUSG00000045328,3:126967070-149860268,Cenpe,centromere protein E [Source:MGI Symbol;Acc:MGI:1098230],protein_coding,3,134918298,134979372,ENSG00000138778,CENPE
ENSMUSG00000045328,3:127136685-149860268,Cenpe,centromere protein E [Source:MGI Symbol;Acc:MGI:1098230],protein_coding,3,134918298,134979372,ENSG00000138778,CENPE
ENSMUSG00000045328,3:132284330-149860268,Cenpe,centromere protein E [Source:MGI Symbol;Acc:MGI:1098230],protein_coding,3,134918298,134979372,ENSG00000138778,CENPE
ENSMUSG00000045421,11:35809358-63627072,Or2y17,olfactory receptor family 2 subfamily Y member 17 [Source:MGI Symbol;Acc:MGI:3031224],protein_coding,11,49226015,49233074,"",""
ENSMUSG00000045421,11:39435941-58117125,Or2y17,olfactory receptor family 2 subfamily Y member 17 [Source:MGI Symbol;Acc:MGI:3031224],protein_coding,11,49226015,49233074,"",""
ENSMUSG00000045463,1:83531318-109440125,Slco6b1,"solute carrier organic anion transporter family, member 6b1 [Source:MGI Symbol;Acc:MGI:1915104]",transcribed_unprocessed_pseudogene,1,96849643,96924962,"",""
ENSMUSG00000045555,10:22606097-53647231,Mettl24,methyltransferase like 24 [Source:MGI Symbol;Acc:MGI:3045338],protein_coding,10,40559278,40687079,ENSG00000053328,METTL24
ENSMUSG00000045555,10:22659757-45774910,Mettl24,methyltransferase like 24 [Source:MGI Symbol;Acc:MGI:3045338],protein_coding,10,40559278,40687079,ENSG00000053328,METTL24
ENSMUSG00000045625,16:27222692-38021943,Pigz,"phosphatidylinositol glycan anchor biosynthesis, class Z [Source:MGI Symbol;Acc:MGI:2443822]",protein_coding,16,31752669,31764864,"",""
ENSMUSG00000045658,1:83531318-109440125,Pid1,phosphotyrosine interaction domain containing 1 [Source:MGI Symbol;Acc:MGI:2138391],protein_coding,1,84014017,84341901,ENSG00000153823,PID1
ENSMUSG00000045680,10:22606097-53647231,Tcf21,transcription factor 21 [Source:MGI Symbol;Acc:MGI:1202715],protein_coding,10,22693180,22696073,ENSG00000118526,TCF21
ENSMUSG00000045680,10:22659757-45774910,Tcf21,transcription factor 21 [Source:MGI Symbol;Acc:MGI:1202715],protein_coding,10,22693180,22696073,ENSG00000118526,TCF21
ENSMUSG00000045838,2:106343051-134274315,Ccdc9b,coiled-coil domain containing 9B [Source:MGI Symbol;Acc:MGI:2685199],protein_coding,2,118584639,118593142,ENSG00000188549,CCDC9B
ENSMUSG00000045838,2:106343051-138061588,Ccdc9b,coiled-coil domain containing 9B [Source:MGI Symbol;Acc:MGI:2685199],protein_coding,2,118584639,118593142,ENSG00000188549,CCDC9B
ENSMUSG00000045838,2:108607222-137784113,Ccdc9b,coiled-coil domain containing 9B [Source:MGI Symbol;Acc:MGI:2685199],protein_coding,2,118584639,118593142,ENSG00000188549,CCDC9B
ENSMUSG00000045886,10:22606097-53647231,Pam16l,presequence translocase associated motor 16 like [Source:MGI Symbol;Acc:MGI:3704359],protein_coding,10,43400080,43400642,ENSG00000217930,PAM16
ENSMUSG00000045886,10:22659757-45774910,Pam16l,presequence translocase associated motor 16 like [Source:MGI Symbol;Acc:MGI:3704359],protein_coding,10,43400080,43400642,ENSG00000217930,PAM16
ENSMUSG00000045942,11:35809358-63627072,Msantd5l,Myb/SANT DNA binding domain containing 5 like [Source:MGI Symbol;Acc:MGI:3039622],protein_coding,11,51144478,51153873,ENSG00000285891,MSANTD5
ENSMUSG00000045942,11:39435941-58117125,Msantd5l,Myb/SANT DNA binding domain containing 5 like [Source:MGI Symbol;Acc:MGI:3039622],protein_coding,11,51144478,51153873,ENSG00000285891,MSANTD5
ENSMUSG00000045975,16:91282318-97872819,C2cd2,C2 calcium-dependent domain containing 2 [Source:MGI Symbol;Acc:MGI:1891883],protein_coding,16,97656409,97763798,ENSG00000157617,C2CD2
ENSMUSG00000046006,13:101562399-114359332,Gapt,"Grb2-binding adaptor, transmembrane [Source:MGI Symbol;Acc:MGI:3608341]",protein_coding,13,110489150,110493733,ENSG00000175857,GAPT
ENSMUSG00000046031,10:22606097-53647231,Calhm6,calcium homeostasis modulator family member 6 [Source:MGI Symbol;Acc:MGI:2443082],protein_coding,10,34002063,34003980,ENSG00000188820,CALHM6
ENSMUSG00000046031,10:22659757-45774910,Calhm6,calcium homeostasis modulator family member 6 [Source:MGI Symbol;Acc:MGI:2443082],protein_coding,10,34002063,34003980,ENSG00000188820,CALHM6
ENSMUSG00000046108,8:112691719-127272752,Il17c,interleukin 17C [Source:MGI Symbol;Acc:MGI:2446486],protein_coding,8,123148759,123150378,ENSG00000124391,IL17C
ENSMUSG00000046108,8:114537131-125008212,Il17c,interleukin 17C [Source:MGI Symbol;Acc:MGI:2446486],protein_coding,8,123148759,123150378,ENSG00000124391,IL17C
ENSMUSG00000046108,8:119627135-129911543,Il17c,interleukin 17C [Source:MGI Symbol;Acc:MGI:2446486],protein_coding,8,123148759,123150378,ENSG00000124391,IL17C
ENSMUSG00000046108,8:119648807-129039065,Il17c,interleukin 17C [Source:MGI Symbol;Acc:MGI:2446486],protein_coding,8,123148759,123150378,ENSG00000124391,IL17C
ENSMUSG00000046108,8:121838387-125008212,Il17c,interleukin 17C [Source:MGI Symbol;Acc:MGI:2446486],protein_coding,8,123148759,123150378,ENSG00000124391,IL17C
ENSMUSG00000046110,2:106343051-134274315,Serinc4,serine incorporator 4 [Source:MGI Symbol;Acc:MGI:2441842],protein_coding,2,121269540,121287262,ENSG00000184716,SERINC4
ENSMUSG00000046110,2:106343051-138061588,Serinc4,serine incorporator 4 [Source:MGI Symbol;Acc:MGI:2441842],protein_coding,2,121269540,121287262,ENSG00000184716,SERINC4
ENSMUSG00000046110,2:108607222-137784113,Serinc4,serine incorporator 4 [Source:MGI Symbol;Acc:MGI:2441842],protein_coding,2,121269540,121287262,ENSG00000184716,SERINC4
ENSMUSG00000046169,13:101562399-114359332,Adamts6,ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:MGI Symbol;Acc:MGI:1347348],protein_coding,13,104424343,104633203,ENSG00000049192,ADAMTS6
ENSMUSG00000046300,1:83531318-109440125,Or9s27,olfactory receptor family 9 subfamily S member 27 [Source:MGI Symbol;Acc:MGI:3031246],protein_coding,1,92513501,92519097,"",""
ENSMUSG00000046311,11:35809358-63627072,Zfp62,zinc finger protein 62 [Source:MGI Symbol;Acc:MGI:99662],protein_coding,11,49094119,49109643,ENSG00000196670,ZFP62
ENSMUSG00000046311,11:39435941-58117125,Zfp62,zinc finger protein 62 [Source:MGI Symbol;Acc:MGI:99662],protein_coding,11,49094119,49109643,ENSG00000196670,ZFP62
ENSMUSG00000046338,2:106343051-134274315,Gpat2,"glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:2684962]",protein_coding,2,127267119,127278012,ENSG00000186281,GPAT2
ENSMUSG00000046338,2:106343051-138061588,Gpat2,"glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:2684962]",protein_coding,2,127267119,127278012,ENSG00000186281,GPAT2
ENSMUSG00000046338,2:108607222-137784113,Gpat2,"glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:2684962]",protein_coding,2,127267119,127278012,ENSG00000186281,GPAT2
ENSMUSG00000046345,16:27222692-38021943,Smco1,single-pass membrane protein with coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:1916826],protein_coding,16,32090286,32093599,ENSG00000214097,SMCO1
ENSMUSG00000046417,11:35809358-63627072,Lrrc75a,leucine rich repeat containing 75A [Source:MGI Symbol;Acc:MGI:2682293],protein_coding,11,62495710,62539349,ENSG00000181350,LRRC75A
ENSMUSG00000046491,11:35809358-63627072,C1qtnf2,C1q and tumor necrosis factor related protein 2 [Source:MGI Symbol;Acc:MGI:1916433],protein_coding,11,43365103,43382352,ENSG00000145861,C1QTNF2
ENSMUSG00000046491,11:39435941-58117125,C1qtnf2,C1q and tumor necrosis factor related protein 2 [Source:MGI Symbol;Acc:MGI:1916433],protein_coding,11,43365103,43382352,ENSG00000145861,C1QTNF2
ENSMUSG00000046500,6:89791333-97966510,Tafa4,TAFA chemokine like family member 4 [Source:MGI Symbol;Acc:MGI:2444563],protein_coding,6,96808164,97037374,ENSG00000163377,TAFA4
ENSMUSG00000046500,6:91585075-114006765,Tafa4,TAFA chemokine like family member 4 [Source:MGI Symbol;Acc:MGI:2444563],protein_coding,6,96808164,97037374,ENSG00000163377,TAFA4
ENSMUSG00000046500,6:94125505-114040606,Tafa4,TAFA chemokine like family member 4 [Source:MGI Symbol;Acc:MGI:2444563],protein_coding,6,96808164,97037374,ENSG00000163377,TAFA4
ENSMUSG00000046500,6:94629421-110857727,Tafa4,TAFA chemokine like family member 4 [Source:MGI Symbol;Acc:MGI:2444563],protein_coding,6,96808164,97037374,ENSG00000163377,TAFA4
ENSMUSG00000046546,16:27222692-38021943,Fam43a,"family with sequence similarity 43, member A [Source:MGI Symbol;Acc:MGI:2676309]",protein_coding,16,30418541,30421615,ENSG00000185112,FAM43A
ENSMUSG00000046598,16:27222692-38021943,Bdh1,"3-hydroxybutyrate dehydrogenase, type 1 [Source:MGI Symbol;Acc:MGI:1919161]",protein_coding,16,31241098,31277719,ENSG00000161267,BDH1
ENSMUSG00000046603,9:118019954-122842140,Tcaim,"T cell activation inhibitor, mitochondrial [Source:MGI Symbol;Acc:MGI:1196217]",protein_coding,9,122634604,122665399,ENSG00000179152,TCAIM
ENSMUSG00000046688,3:126967070-149860268,Tifa,TRAF-interacting protein with forkhead-associated domain [Source:MGI Symbol;Acc:MGI:2182965],protein_coding,3,127583454,127625813,ENSG00000145365,TIFA
ENSMUSG00000046688,3:127136685-149860268,Tifa,TRAF-interacting protein with forkhead-associated domain [Source:MGI Symbol;Acc:MGI:2182965],protein_coding,3,127583454,127625813,ENSG00000145365,TIFA
ENSMUSG00000046714,8:112691719-127272752,Foxc2,forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481],protein_coding,8,121842910,121845634,ENSG00000176692,FOXC2
ENSMUSG00000046714,8:114537131-125008212,Foxc2,forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481],protein_coding,8,121842910,121845634,ENSG00000176692,FOXC2
ENSMUSG00000046714,8:119627135-129911543,Foxc2,forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481],protein_coding,8,121842910,121845634,ENSG00000176692,FOXC2
ENSMUSG00000046714,8:119648807-129039065,Foxc2,forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481],protein_coding,8,121842910,121845634,ENSG00000176692,FOXC2
ENSMUSG00000046714,8:121838387-125008212,Foxc2,forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481],protein_coding,8,121842910,121845634,ENSG00000176692,FOXC2
ENSMUSG00000046804,2:106343051-134274315,Phgr1,proline/histidine/glycine-rich 1 [Source:MGI Symbol;Acc:MGI:1858382],protein_coding,2,118603250,118608646,"",""
ENSMUSG00000046804,2:106343051-138061588,Phgr1,proline/histidine/glycine-rich 1 [Source:MGI Symbol;Acc:MGI:1858382],protein_coding,2,118603250,118608646,"",""
ENSMUSG00000046804,2:108607222-137784113,Phgr1,proline/histidine/glycine-rich 1 [Source:MGI Symbol;Acc:MGI:1858382],protein_coding,2,118603250,118608646,"",""
ENSMUSG00000046814,2:106343051-134274315,Gchfr,GTP cyclohydrolase I feedback regulator [Source:MGI Symbol;Acc:MGI:2443977],protein_coding,2,118998254,119002871,ENSG00000137880,GCHFR
ENSMUSG00000046814,2:106343051-138061588,Gchfr,GTP cyclohydrolase I feedback regulator [Source:MGI Symbol;Acc:MGI:2443977],protein_coding,2,118998254,119002871,ENSG00000137880,GCHFR
ENSMUSG00000046814,2:108607222-137784113,Gchfr,GTP cyclohydrolase I feedback regulator [Source:MGI Symbol;Acc:MGI:2443977],protein_coding,2,118998254,119002871,ENSG00000137880,GCHFR
ENSMUSG00000046818,3:126967070-149860268,Ddit4l,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],protein_coding,3,137327373,137334094,ENSG00000145358,DDIT4L
ENSMUSG00000046818,3:127136685-149860268,Ddit4l,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],protein_coding,3,137327373,137334094,ENSG00000145358,DDIT4L
ENSMUSG00000046818,3:132284330-149860268,Ddit4l,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],protein_coding,3,137327373,137334094,ENSG00000145358,DDIT4L
ENSMUSG00000046818,3:135966956-148127038,Ddit4l,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],protein_coding,3,137327373,137334094,ENSG00000145358,DDIT4L
ENSMUSG00000046844,8:112691719-127272752,Vat1l,vesicle amine transport protein 1 like [Source:MGI Symbol;Acc:MGI:2142534],protein_coding,8,114932352,115100811,ENSG00000171724,VAT1L
ENSMUSG00000046844,8:114537131-125008212,Vat1l,vesicle amine transport protein 1 like [Source:MGI Symbol;Acc:MGI:2142534],protein_coding,8,114932352,115100811,ENSG00000171724,VAT1L
ENSMUSG00000046844,8:114550090-119324387,Vat1l,vesicle amine transport protein 1 like [Source:MGI Symbol;Acc:MGI:2142534],protein_coding,8,114932352,115100811,ENSG00000171724,VAT1L
ENSMUSG00000046844,8:114987147-119324387,Vat1l,vesicle amine transport protein 1 like [Source:MGI Symbol;Acc:MGI:2142534],protein_coding,8,114932352,115100811,ENSG00000171724,VAT1L
ENSMUSG00000046879,11:35809358-63627072,Irgm1,immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567],protein_coding,11,48752795,48762510,ENSG00000237693,IRGM
ENSMUSG00000046879,11:39435941-58117125,Irgm1,immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567],protein_coding,11,48752795,48762510,ENSG00000237693,IRGM
ENSMUSG00000046922,10:22606097-53647231,Gpr6,G protein-coupled receptor 6 [Source:MGI Symbol;Acc:MGI:2155249],protein_coding,10,40945973,40948281,ENSG00000146360,GPR6
ENSMUSG00000046922,10:22659757-45774910,Gpr6,G protein-coupled receptor 6 [Source:MGI Symbol;Acc:MGI:2155249],protein_coding,10,40945973,40948281,ENSG00000146360,GPR6
ENSMUSG00000046961,16:27222692-38021943,Gpr156,G protein-coupled receptor 156 [Source:MGI Symbol;Acc:MGI:2653880],protein_coding,16,37736858,37827892,ENSG00000175697,GPR156
ENSMUSG00000046962,16:91282318-97872819,Zbtb21,zinc finger and BTB domain containing 21 [Source:MGI Symbol;Acc:MGI:1927240],protein_coding,16,97744557,97763822,ENSG00000173276,ZBTB21
ENSMUSG00000046971,2:106343051-134274315,Pla2g4f,"phospholipase A2, group IVF [Source:MGI Symbol;Acc:MGI:2685493]",protein_coding,2,120130438,120144646,ENSG00000168907,PLA2G4F
ENSMUSG00000046971,2:106343051-138061588,Pla2g4f,"phospholipase A2, group IVF [Source:MGI Symbol;Acc:MGI:2685493]",protein_coding,2,120130438,120144646,ENSG00000168907,PLA2G4F
ENSMUSG00000046971,2:108607222-137784113,Pla2g4f,"phospholipase A2, group IVF [Source:MGI Symbol;Acc:MGI:2685493]",protein_coding,2,120130438,120144646,ENSG00000168907,PLA2G4F
ENSMUSG00000046974,11:35809358-63627072,Timd6,T cell immunoglobulin and mucin domain containing 6 [Source:MGI Symbol;Acc:MGI:3039605],protein_coding,11,46462363,46480059,ENSG00000113249,HAVCR1
ENSMUSG00000046974,11:39435941-58117125,Timd6,T cell immunoglobulin and mucin domain containing 6 [Source:MGI Symbol;Acc:MGI:3039605],protein_coding,11,46462363,46480059,ENSG00000113249,HAVCR1
ENSMUSG00000047036,9:118019954-122842140,Zfp445,zinc finger protein 445 [Source:MGI Symbol;Acc:MGI:2143340],protein_coding,9,122673594,122695071,ENSG00000185219,ZNF445
ENSMUSG00000047067,1:83531318-109440125,Dusp28,dual specificity phosphatase 28 [Source:MGI Symbol;Acc:MGI:1914696],protein_coding,1,92834703,92836157,ENSG00000188542,DUSP28
ENSMUSG00000047109,16:91282318-97872819,Cldn14,claudin 14 [Source:MGI Symbol;Acc:MGI:1860425],protein_coding,16,93715919,93809696,ENSG00000159261,CLDN14
ENSMUSG00000047139,10:22606097-53647231,Cd24a,CD24a antigen [Source:MGI Symbol;Acc:MGI:88323],protein_coding,10,43454280,43460261,ENSG00000272398,CD24
ENSMUSG00000047139,10:22659757-45774910,Cd24a,CD24a antigen [Source:MGI Symbol;Acc:MGI:88323],protein_coding,10,43454280,43460261,ENSG00000272398,CD24
ENSMUSG00000047203,6:89791333-97966510,Vmn1r54,vomeronasal 1 receptor 54 [Source:MGI Symbol;Acc:MGI:2148514],protein_coding,6,90223282,90248195,ENSG00000197617,VN1R5
ENSMUSG00000047295,15:89334814-92227627,Smgc,submandibular gland protein C [Source:MGI Symbol;Acc:MGI:1859618],protein_coding,15,91722468,91745636,"",""
ENSMUSG00000047342,11:35809358-63627072,Zfp286,zinc finger protein 286 [Source:MGI Symbol;Acc:MGI:2384758],protein_coding,11,62643403,62680288,ENSG00000187607,ZNF286A
ENSMUSG00000047388,8:112691719-127272752,Atmin,ATM interactor [Source:MGI Symbol;Acc:MGI:2682328],protein_coding,8,117670132,117687184,ENSG00000166454,ATMIN
ENSMUSG00000047388,8:114537131-125008212,Atmin,ATM interactor [Source:MGI Symbol;Acc:MGI:2682328],protein_coding,8,117670132,117687184,ENSG00000166454,ATMIN
ENSMUSG00000047388,8:114550090-119324387,Atmin,ATM interactor [Source:MGI Symbol;Acc:MGI:2682328],protein_coding,8,117670132,117687184,ENSG00000166454,ATMIN
ENSMUSG00000047388,8:114987147-119324387,Atmin,ATM interactor [Source:MGI Symbol;Acc:MGI:2682328],protein_coding,8,117670132,117687184,ENSG00000166454,ATMIN
ENSMUSG00000047409,9:118019954-122842140,Ctdspl,CTD small phosphatase like [Source:MGI Symbol;Acc:MGI:1916524],protein_coding,9,118755521,118873066,ENSG00000144677,CTDSPL
ENSMUSG00000047434,16:27222692-38021943,Xxylt1,xyloside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2146443],protein_coding,16,30773962,30900250,ENSG00000173950,XXYLT1
ENSMUSG00000047443,1:83531318-109440125,Erfe,erythroferrone [Source:MGI Symbol;Acc:MGI:3606476],protein_coding,1,91294152,91301939,ENSG00000178752,ERFE
